team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
England,AU Rashid (England),bowl,60,55,2,0.033333333,0.916666667,Pakistan,Eden Gardens,11-Nov-23,10,0,5.5,2,,,,,
England,MM Ali (England),bowl,60,60,2,0.033333333,1,Pakistan,Eden Gardens,11-Nov-23,10,0,6,2,,,,,
Australia,South Africa Abbott (Australia),bowl,60,61,2,0.033333333,1.016666667,Bangladesh,Pune,11-Nov-23,10,0,6.1,1,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,60,72,2,0.033333333,1.2,England,Eden Gardens,11-Nov-23,10,1,7.2,1,,,,,
Pakistan,Mohammad Wasim (1) (Pakistan),bowl,60,74,2,0.033333333,1.233333333,England,Eden Gardens,11-Nov-23,10,0,7.4,1,,,,,
England,CR Woakes (England),bowl,33,27,1,0.03030303,0.818181818,Pakistan,Eden Gardens,11-Nov-23,5.3,0,4.9,2,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,42,38,1,0.023809524,0.904761905,England,Eden Gardens,11-Nov-23,7,0,5.42,1,,,,,
Australia,MP Stoinis (Australia),bowl,30,45,1,0.033333333,1.5,Bangladesh,Pune,11-Nov-23,5,0,9,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,60,61,1,0.016666667,1.016666667,Australia,Pune,11-Nov-23,10,0,6.1,2,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,58,76,1,0.017241379,1.310344828,Australia,Pune,11-Nov-23,9.4,1,7.86,2,,,,,
Australia,JR Hazlewood (Australia),bowl,42,21,0,0,0.5,Bangladesh,Pune,11-Nov-23,7,1,3,1,,,,,
Pakistan,Agha Salman (Pakistan),bowl,18,25,0,0,1.388888889,England,Eden Gardens,11-Nov-23,3,0,8.33,1,,,,,
Australia,TM Head (Australia),bowl,36,33,0,0,0.916666667,Bangladesh,Pune,11-Nov-23,6,0,5.5,1,,,,,
Bangladesh,Mahedi Hasan (Bangladesh),bowl,54,38,0,0,0.703703704,Australia,Pune,11-Nov-23,9,0,4.22,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,36,47,0,0,1.305555556,Australia,Pune,11-Nov-23,6,0,7.83,2,,,,,
Australia,MR Marsh (Australia),bowl,24,48,0,0,2,Bangladesh,Pune,11-Nov-23,4,0,12,1,,,,,
Australia,PJ Cummins (Australia),bowl,48,56,0,0,1.166666667,Bangladesh,Pune,11-Nov-23,8,0,7,1,,,,,
Pakistan,Shadab Khan (Pakistan),bowl,60,57,0,0,0.95,England,Eden Gardens,11-Nov-23,10,0,5.7,1,,,,,
Bangladesh,Nasum Ahmed (Bangladesh),bowl,60,85,0,0,1.416666667,Australia,Pune,11-Nov-23,10,0,8.5,2,,,,,
New Zealand,WA Young (New Zealand),bat,1,0,,1,0,England,Ahmedabad,5-Oct-23,,,,2,0,0,0,0,5
Pakistan,Hasan Ali (Pakistan),bat,1,0,,1,0,Netherlands,Hyderabad,6-Oct-23,,,,1,0,0,0,0,2
Netherlands,South Africa Edwards (Netherlands),bat,2,0,,0.5,0,Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,0,0,2
Afghanistan,Naveen-ul-Haq (Afghanistan),bat,6,0,,0.166666667,0,Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,0,0,8
Sri Lanka,P Nissanka (Sri Lanka),bat,3,0,,0.333333333,0,South Africa,Delhi,7-Oct-23,,,,2,0,0,0,0,6
Sri Lanka,DN Wellalage (Sri Lanka),bat,1,0,,1,0,South Africa,Delhi,7-Oct-23,,,,2,0,0,0,0,2
Australia,MR Marsh (Australia),bat,6,0,,0.166666667,0,India,Chennai,8-Oct-23,,,,1,0,0,0,0,11
Australia,AT Carey (Australia),bat,2,0,,0.5,0,India,Chennai,8-Oct-23,,,,1,0,0,0,0,1
India,RG Sharma (India),bat,6,0,,0.166666667,0,Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,10
India,Ishan Kishan (India),bat,1,0,,1,0,Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,3
India,SS Iyer (India),bat,3,0,,0.333333333,0,Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,2
England,LS Livingstone (England),bat,1,0,,1,0,Bangladesh,Dharamsala,10-Oct-23,,,,1,0,0,0,0,1
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,1,0,,1,0,England,Dharamsala,10-Oct-23,,,,2,0,0,0,0,1
Sri Lanka,MDKJ Perera (Sri Lanka),bat,4,0,,0.25,0,Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,0,0,7
Sri Lanka,M Theekshana (Sri Lanka),bat,4,0,,0.25,0,Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,0,0,6
Bangladesh,Litton Das (Bangladesh),bat,1,0,,1,0,New Zealand,Chennai,13-Oct-23,,,,1,0,0,0,0,1
Sri Lanka,M Theekshana (Sri Lanka),bat,5,0,,0.2,0,Australia,Lucknow,16-Oct-23,,,,1,0,0,0,0,7
Australia,SPD Smith (Australia),bat,5,0,,0.2,0,Sri Lanka,Lucknow,16-Oct-23,,,,2,0,0,0,0,4
Afghanistan,Naveen-ul-Haq (Afghanistan),bat,1,0,,1,0,New Zealand,Chennai,18-Oct-23,,,,2,0,0,0,0,1
Afghanistan,Fazalhaq Farooqi (Afghanistan),bat,2,0,,0.5,0,New Zealand,Chennai,18-Oct-23,,,,2,0,0,0,0,1
Australia,GJ Maxwell (Australia),bat,1,0,,1,0,Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,0,0,1
Australia,JR Hazlewood (Australia),bat,1,0,,1,0,Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,0,0,1
Pakistan,Usama Mir (Pakistan),bat,3,0,,0.333333333,0,Australia,Bengaluru,20-Oct-23,,,,2,0,0,0,0,4
New Zealand,DP Conway (New Zealand),bat,9,0,,0.111111111,0,India,Dharamsala,22-Oct-23,,,,1,0,0,0,0,16
New Zealand,MJ Henry (New Zealand),bat,1,0,,1,0,India,Dharamsala,22-Oct-23,,,,1,0,0,0,0,1
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,1,0,,1,0,South Africa,Wankhede,24-Oct-23,,,,2,0,0,0,0,1
Australia,MA Starc (Australia),bat,1,0,,1,0,Netherlands,Delhi,25-Oct-23,,,,1,0,0,0,0,1
Netherlands,LV van Beek (Netherlands),bat,3,0,,0.333333333,0,Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,3
Netherlands,RE van der Merwe (Netherlands),bat,1,0,,1,0,Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,1
Netherlands,PA van Meekeren (Netherlands),bat,1,0,,1,0,Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,2
England,CR Woakes (England),bat,4,0,,0.25,0,Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,0,0,8
Australia,A Zampa (Australia),bat,3,0,,0.333333333,0,New Zealand,Dharamsala,28-Oct-23,,,,1,0,0,0,0,2
Netherlands,MP O'Dowd (Netherlands),bat,3,0,,0.333333333,0,Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,0,0,11
Netherlands,PA van Meekeren (Netherlands),bat,2,0,,0.5,0,Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,0,0,6
India,V Kohli (India),bat,9,0,,0.111111111,0,England,Lucknow,29-Oct-23,,,,1,0,0,0,0,12
England,JE Root (England),bat,1,0,,1,0,India,Lucknow,29-Oct-23,,,,2,0,0,0,0,2
England,BA Stokes (England),bat,10,0,,0.1,0,India,Lucknow,29-Oct-23,,,,2,0,0,0,0,14
England,MA Wood (England),bat,1,0,,1,0,India,Lucknow,29-Oct-23,,,,2,0,0,0,0,3
Afghanistan,Rahmanullah Gurbaz (Afghanistan),bat,4,0,,0.25,0,Sri Lanka,Pune,30-Oct-23,,,,2,0,0,0,0,2
Bangladesh,Tanzid Hasan (Bangladesh),bat,5,0,,0.2,0,Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,0,0,7
New Zealand,JDS Neesham (New Zealand),bat,8,0,,0.125,0,South Africa,Pune,1-Nov-23,,,,2,0,0,0,0,6
Sri Lanka,P Nissanka (Sri Lanka),bat,1,0,,1,0,India,Wankhede,2-Nov-23,,,,2,0,0,0,0,2
Sri Lanka,FDM Karunaratne (Sri Lanka),bat,1,0,,1,0,India,Wankhede,2-Nov-23,,,,2,0,0,0,0,10
Sri Lanka,S Samarawickrama (Sri Lanka),bat,4,0,,0.25,0,India,Wankhede,2-Nov-23,,,,2,0,0,0,0,4
Sri Lanka,MADI Hemantha (Sri Lanka),bat,1,0,,1,0,India,Wankhede,2-Nov-23,,,,2,0,0,0,0,1
Sri Lanka,PVD Chameera (Sri Lanka),bat,6,0,,0.166666667,0,India,Wankhede,2-Nov-23,,,,2,0,0,0,0,10
Netherlands,South Africa Edwards (Netherlands),bat,1,0,,1,0,Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,0,0,1
England,JM Bairstow (England),bat,1,0,,1,0,Australia,Ahmedabad,4-Nov-23,,,,2,0,0,0,0,1
South Africa,L Ngidi (South Africa),bat,3,0,,0.333333333,0,India,Eden Gardens,5-Nov-23,,,,2,0,0,0,0,7
Sri Lanka,AD Mathews (Sri Lanka),bat,0,0,,1,0,Bangladesh,Delhi,6-Nov-23,,,,1,0,0,0,0,4
Sri Lanka,CAK Rajitha (Sri Lanka),bat,2,0,,0.5,0,Bangladesh,Delhi,6-Nov-23,,,,1,0,0,0,0,1
Australia,TM Head (Australia),bat,2,0,,0.5,0,Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,0,0,5
Australia,JP Inglis (Australia),bat,1,0,,1,0,Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,0,0,1
Netherlands,CN Ackermann (Netherlands),bat,2,0,,0.5,0,England,Pune,8-Nov-23,,,,2,0,0,0,0,4
Netherlands,RE van der Merwe (Netherlands),bat,4,0,,0.25,0,England,Pune,8-Nov-23,,,,2,0,0,0,0,3
England,AAP Atkinson (England),bat,1,0,,1,0,Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,0,1
Pakistan,Abdullah Shafique (Pakistan),bat,2,0,,0.5,0,England,Eden Gardens,11-Nov-23,,,,2,0,0,0,0,2
India,SS Iyer (India),bat,94,128,,0,1.361702128,Netherlands,Bengaluru,12-Nov-23,,,,1,10,5,136.17,1,145
India,KL Rahul (India),bat,64,102,,0.015625,1.59375,Netherlands,Bengaluru,12-Nov-23,,,,1,11,4,159.37,0,98
India,RG Sharma (India),bat,54,61,,0.018518519,1.12962963,Netherlands,Bengaluru,12-Nov-23,,,,1,8,2,112.96,0,74
Netherlands,AT Nidamanuru (Netherlands),bat,39,54,,0.025641026,1.384615385,India,Bengaluru,12-Nov-23,,,,2,1,6,138.46,0,65
India,Shubman Gill (India),bat,32,51,,0.03125,1.59375,Netherlands,Bengaluru,12-Nov-23,,,,1,3,4,159.37,0,49
India,V Kohli (India),bat,56,51,,0.017857143,0.910714286,Netherlands,Bengaluru,12-Nov-23,,,,1,5,1,91.07,0,69
Netherlands,South Africa Engelbrecht (Netherlands),bat,80,45,,0.0125,0.5625,India,Bengaluru,12-Nov-23,,,,2,4,0,56.25,0,87
Netherlands,CN Ackermann (Netherlands),bat,32,35,,0.03125,1.09375,India,Bengaluru,12-Nov-23,,,,2,6,0,109.37,0,46
Netherlands,MP O'Dowd (Netherlands),bat,42,30,,0.023809524,0.714285714,India,Bengaluru,12-Nov-23,,,,2,3,1,71.42,0,68
Netherlands,South Africa Edwards (Netherlands),bat,30,17,,0.033333333,0.566666667,India,Bengaluru,12-Nov-23,,,,2,1,0,56.66,0,27
Netherlands,LV van Beek (Netherlands),bat,15,16,,0.066666667,1.066666667,India,Bengaluru,12-Nov-23,,,,2,2,0,106.66,0,20
Netherlands,RE van der Merwe (Netherlands),bat,8,16,,0.125,2,India,Bengaluru,12-Nov-23,,,,2,1,2,200,0,5
Netherlands,BFW de Leede (Netherlands),bat,21,12,,0.047619048,0.571428571,India,Bengaluru,12-Nov-23,,,,2,1,0,57.14,0,23
Netherlands,A Dutt (Netherlands),bat,11,5,,0.090909091,0.454545455,India,Bengaluru,12-Nov-23,,,,2,0,0,45.45,0,9
Netherlands,W Barresi (Netherlands),bat,5,4,,0.2,0.8,India,Bengaluru,12-Nov-23,,,,2,0,0,80,0,8
Netherlands,PA van Meekeren (Netherlands),bat,4,3,,0,0.75,India,Bengaluru,12-Nov-23,,,,2,0,0,75,1,7
India,South Africa Yadav (India),bat,1,2,,0,2,Netherlands,Bengaluru,12-Nov-23,,,,1,0,0,200,1,1
India,Mohammed Siraj (India),bowl,36,29,2,0.055555556,0.805555556,Netherlands,Bengaluru,12-Nov-23,6,1,4.83,2,,,,,
India,JJ Bumrah (India),bowl,54,33,2,0.037037037,0.611111111,Netherlands,Bengaluru,12-Nov-23,9,1,3.66,2,,,,,
India,Kuldeep Yadav (India),bowl,60,41,2,0.033333333,0.683333333,Netherlands,Bengaluru,12-Nov-23,10,1,4.1,2,,,,,
India,RA Jadeja (India),bowl,54,49,2,0.037037037,0.907407407,Netherlands,Bengaluru,12-Nov-23,9,0,5.44,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,60,82,2,0.033333333,1.366666667,India,Bengaluru,12-Nov-23,10,0,8.2,1,,,,,
India,RG Sharma (India),bowl,5,7,1,0.2,1.4,Netherlands,Bengaluru,12-Nov-23,0.5,0,8.4,2,,,,,
India,V Kohli (India),bowl,18,13,1,0.055555556,0.722222222,Netherlands,Bengaluru,12-Nov-23,3,0,4.33,2,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,60,53,1,0.016666667,0.883333333,India,Bengaluru,12-Nov-23,10,0,5.3,1,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,60,90,1,0.016666667,1.5,India,Bengaluru,12-Nov-23,10,0,9,1,,,,,
India,Shubman Gill (India),bowl,12,11,0,0,0.916666667,Netherlands,Bengaluru,12-Nov-23,2,0,5.5,2,,,,,
India,South Africa Yadav (India),bowl,12,17,0,0,1.416666667,Netherlands,Bengaluru,12-Nov-23,2,0,8.5,2,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,18,25,0,0,1.388888889,India,Bengaluru,12-Nov-23,3,0,8.33,1,,,,,
India,Mohammed Shami (India),bowl,36,41,0,0,1.138888889,Netherlands,Bengaluru,12-Nov-23,6,0,6.83,2,,,,,
Netherlands,A Dutt (Netherlands),bowl,42,52,0,0,1.238095238,India,Bengaluru,12-Nov-23,7,0,7.42,1,,,,,
Netherlands,LV van Beek (Netherlands),bowl,60,107,0,0,1.783333333,India,Bengaluru,12-Nov-23,10,0,10.7,1,,,,,
New Zealand,DJ Mitchell (New Zealand),bat,119,134,,0.008403361,1.126,India,Wankhede,15-Nov-23,,,,2,9,7,112.6,0,180
India,V Kohli (India),bat,113,117,,0.008849558,1.0353,New Zealand,Wankhede,15-Nov-23,,,,1,9,2,103.53,0,149
India,SS Iyer (India),bat,70,105,,0.014285714,1.5,New Zealand,Wankhede,15-Nov-23,,,,1,4,8,150,0,114
South Africa,DA Miller (South Africa),bat,116,101,,0.00862069,0.8706,Australia,Eden Gardens,16-Nov-23,,,,1,8,5,87.06,0,138
India,Shubman Gill (India),bat,66,80,,0,1.2121,New Zealand,Wankhede,15-Nov-23,,,,1,8,3,121.21,1,116
New Zealand,KS Williamson (New Zealand),bat,73,69,,0.01369863,0.9452,India,Wankhede,15-Nov-23,,,,2,8,1,94.52,0,116
Australia,TM Head (Australia),bat,48,62,,0.020833333,1.2916,South Africa,Eden Gardens,16-Nov-23,,,,2,9,2,129.16,0,62
India,RG Sharma (India),bat,29,47,,0.034482759,1.6206,New Zealand,Wankhede,15-Nov-23,,,,1,4,4,162.06,0,40
South Africa,H Klaasen (South Africa),bat,48,47,,0.020833333,0.9791,Australia,Eden Gardens,16-Nov-23,,,,1,4,2,97.91,0,76
New Zealand,GD Phillips (New Zealand),bat,33,41,,0.03030303,1.2424,India,Wankhede,15-Nov-23,,,,2,4,2,124.24,0,58
India,KL Rahul (India),bat,20,39,,0,1.95,New Zealand,Wankhede,15-Nov-23,,,,1,5,2,195,1,29
Australia,SPD Smith (Australia),bat,62,30,,0.016129032,0.4838,South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,48.38,0,102
Australia,DA Warner (Australia),bat,18,29,,0.055555556,1.6111,South Africa,Eden Gardens,16-Nov-23,,,,2,1,4,161.11,0,29
Australia,JP Inglis (Australia),bat,49,28,,0.020408163,0.5714,South Africa,Eden Gardens,16-Nov-23,,,,2,3,0,57.14,0,66
South Africa,G Coetzee (South Africa),bat,39,19,,0.025641026,0.4871,Australia,Eden Gardens,16-Nov-23,,,,1,2,0,48.71,0,42
Australia,M Labuschagne (Australia),bat,31,18,,0.032258065,0.5806,South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,58.06,0,28
Australia,MA Starc (Australia),bat,38,16,,0,0.421,South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,42.1,1,61
Australia,PJ Cummins (Australia),bat,29,14,,0,0.4827,South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,48.27,1,32
New Zealand,DP Conway (New Zealand),bat,15,13,,0.066666667,0.8666,India,Wankhede,15-Nov-23,,,,2,3,0,86.66,0,26
New Zealand,R Ravindra (New Zealand),bat,22,13,,0.045454545,0.5909,India,Wankhede,15-Nov-23,,,,2,3,0,59.09,0,39
South Africa,AK Markram (South Africa),bat,20,10,,0.05,0.5,Australia,Eden Gardens,16-Nov-23,,,,1,2,0,50,0,24
South Africa,K Rabada (South Africa),bat,12,10,,0.083333333,0.8333,Australia,Eden Gardens,16-Nov-23,,,,1,0,1,83.33,0,18
New Zealand,MJ Santner (New Zealand),bat,10,9,,0.1,0.9,India,Wankhede,15-Nov-23,,,,2,0,0,90,0,20
New Zealand,TG Southee (New Zealand),bat,10,9,,0.1,0.9,India,Wankhede,15-Nov-23,,,,2,1,0,90,0,14
New Zealand,LH Ferguson (New Zealand),bat,3,6,,0.333333333,2,India,Wankhede,15-Nov-23,,,,2,0,1,200,0,2
South Africa,HE van der Dussen (South Africa),bat,31,6,,0.032258065,0.1935,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,19.35,0,53
South Africa,KA Maharaj (South Africa),bat,8,4,,0.125,0.5,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,50,0,13
South Africa,Q de Kock (South Africa),bat,14,3,,0.071428571,0.2142,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,21.42,0,27
New Zealand,TA Boult (New Zealand),bat,2,2,,0,1,India,Wankhede,15-Nov-23,,,,2,0,0,100,1,5
New Zealand,MS Chapman (New Zealand),bat,5,2,,0.2,0.4,India,Wankhede,15-Nov-23,,,,2,0,0,40,0,5
South Africa,T Shamsi (South Africa),bat,5,1,,0,0.2,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,20,1,11
India,South Africa Yadav (India),bat,2,1,,0.5,0.5,New Zealand,Wankhede,15-Nov-23,,,,1,0,0,50,0,2
Australia,GJ Maxwell (Australia),bat,5,1,,0.2,0.2,South Africa,Eden Gardens,16-Nov-23,,,,2,0,0,20,0,8
New Zealand,TWM Latham (New Zealand),bat,2,0,,0.5,0,India,Wankhede,15-Nov-23,,,,2,0,0,0,0,1
South Africa,T Bavuma (South Africa),bat,4,0,,0.25,0,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,0,0,5
South Africa,M Jansen (South Africa),bat,1,0,,1,0,Australia,Eden Gardens,16-Nov-23,,,,1,0,0,0,0,1
Australia,MR Marsh (Australia),bat,6,0,,0.166666667,0,South Africa,Eden Gardens,16-Nov-23,,,,2,0,0,0,0,5
India,Mohammed Shami (India),bowl,59,57,7,0.118644068,0.966101695,New Zealand,Wankhede,15-Nov-23,9.5,0,5.79,2,,,,,
Australia,MA Starc (Australia),bowl,60,34,3,0.05,0.566666667,South Africa,Eden Gardens,16-Nov-23,10,1,3.4,1,,,,,
Australia,PJ Cummins (Australia),bowl,58,51,3,0.051724138,0.879310345,South Africa,Eden Gardens,16-Nov-23,9.4,0,5.27,1,,,,,
New Zealand,TG Southee (New Zealand),bowl,60,100,3,0.05,1.666666667,India,Wankhede,15-Nov-23,10,0,10,1,,,,,
Australia,JR Hazlewood (Australia),bowl,48,12,2,0.041666667,0.25,South Africa,Eden Gardens,16-Nov-23,8,3,1.5,1,,,,,
Australia,TM Head (Australia),bowl,30,21,2,0.066666667,0.7,South Africa,Eden Gardens,16-Nov-23,5,0,4.2,1,,,,,
South Africa,T Shamsi (South Africa),bowl,60,42,2,0.033333333,0.7,Australia,Eden Gardens,16-Nov-23,10,0,4.2,2,,,,,
South Africa,G Coetzee (South Africa),bowl,54,47,2,0.037037037,0.87037037,Australia,Eden Gardens,16-Nov-23,9,0,5.22,2,,,,,
South Africa,AK Markram (South Africa),bowl,48,23,1,0.020833333,0.479166667,Australia,Eden Gardens,16-Nov-23,8,1,2.87,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,60,24,1,0.016666667,0.4,Australia,Eden Gardens,16-Nov-23,10,0,2.4,2,,,,,
South Africa,K Rabada (South Africa),bowl,36,41,1,0.027777778,1.138888889,Australia,Eden Gardens,16-Nov-23,6,0,6.83,2,,,,,
India,Kuldeep Yadav (India),bowl,60,56,1,0.016666667,0.933333333,New Zealand,Wankhede,15-Nov-23,10,0,5.6,2,,,,,
India,JJ Bumrah (India),bowl,60,64,1,0.016666667,1.066666667,New Zealand,Wankhede,15-Nov-23,10,1,6.4,2,,,,,
India,Mohammed Siraj (India),bowl,54,78,1,0.018518519,1.444444444,New Zealand,Wankhede,15-Nov-23,9,0,8.66,2,,,,,
New Zealand,TA Boult (New Zealand),bowl,60,86,1,0.016666667,1.433333333,India,Wankhede,15-Nov-23,10,0,8.6,1,,,,,
New Zealand,GD Phillips (New Zealand),bowl,30,33,0,0,1.1,India,Wankhede,15-Nov-23,5,0,6.6,1,,,,,
Australia,GJ Maxwell (Australia),bowl,60,35,0,0,0.583333333,South Africa,Eden Gardens,16-Nov-23,10,0,3.5,1,,,,,
South Africa,M Jansen (South Africa),bowl,26,35,0,0,1.346153846,Australia,Eden Gardens,16-Nov-23,4.2,0,8.07,2,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,51,0,0,0.85,India,Wankhede,15-Nov-23,10,1,5.1,1,,,,,
Australia,A Zampa (Australia),bowl,42,55,0,0,1.30952381,South Africa,Eden Gardens,16-Nov-23,7,0,7.85,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,42,60,0,0,1.428571429,India,Wankhede,15-Nov-23,7,0,8.57,1,,,,,
India,RA Jadeja (India),bowl,60,63,0,0,1.05,New Zealand,Wankhede,15-Nov-23,10,0,6.3,2,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,48,65,0,0,1.354166667,India,Wankhede,15-Nov-23,8,0,8.12,1,,,,,
Australia,TM Head (Australia),bat,120,137,,0.008333333,1.1416,India,Ahmedabad,19-Nov-23,,,,2,15,4,114.16,,166
India,KL Rahul (India),bat,107,66,,0.009345794,0.6168,Australia,Ahmedabad,19-Nov-23,,,,1,1,0,61.68,,133
Australia,M Labuschagne (Australia),bat,110,58,,0,0.5272,India,Ahmedabad,19-Nov-23,,,,2,4,0,52.72,1,133
India,V Kohli (India),bat,63,54,,0.015873016,0.8571,Australia,Ahmedabad,19-Nov-23,,,,1,4,0,85.71,,99
India,RG Sharma (India),bat,31,47,,0.032258065,1.5161,Australia,Ahmedabad,19-Nov-23,,,,1,4,3,151.61,,44
India,South Africa Yadav (India),bat,28,18,,0.035714286,0.6428,Australia,Ahmedabad,19-Nov-23,,,,1,1,0,64.28,,57
Australia,MR Marsh (Australia),bat,15,15,,0.066666667,1,India,Ahmedabad,19-Nov-23,,,,2,1,1,100,,15
India,Kuldeep Yadav (India),bat,18,10,,0.055555556,0.5555,Australia,Ahmedabad,19-Nov-23,,,,1,0,0,55.55,,28
India,Mohammed Siraj (India),bat,8,9,,0,1.125,Australia,Ahmedabad,19-Nov-23,,,,1,1,0,112.5,1,13
India,RA Jadeja (India),bat,22,9,,0.045454545,0.409,Australia,Ahmedabad,19-Nov-23,,,,1,0,0,40.9,,33
Australia,DA Warner (Australia),bat,3,7,,0.333333333,2.3333,India,Ahmedabad,19-Nov-23,,,,2,1,0,233.33,,6
India,Mohammed Shami (India),bat,10,6,,0.1,0.6,Australia,Ahmedabad,19-Nov-23,,,,1,1,0,60,,9
India,Shubman Gill (India),bat,7,4,,0.142857143,0.5714,Australia,Ahmedabad,19-Nov-23,,,,1,0,0,57.14,,21
India,SS Iyer (India),bat,3,4,,0.333333333,1.3333,Australia,Ahmedabad,19-Nov-23,,,,1,1,0,133.33,,3
Australia,SPD Smith (Australia),bat,9,4,,0.111111111,0.4444,India,Ahmedabad,19-Nov-23,,,,2,1,0,44.44,,11
Australia,GJ Maxwell (Australia),bat,1,2,,0,2,India,Ahmedabad,19-Nov-23,,,,2,0,0,200,1,1
India,JJ Bumrah (India),bat,3,1,,0.333333333,0.3333,Australia,Ahmedabad,19-Nov-23,,,,1,0,0,33.33,,5
Australia,MA Starc (Australia),bowl,60,55,3,0.05,0.916666667,India,Ahmedabad,19-Nov-23,10,0,5.5,1,,,,,
Australia,PJ Cummins (Australia),bowl,60,34,2,0.033333333,0.566666667,India,Ahmedabad,19-Nov-23,10,0,3.4,1,,,,,
India,JJ Bumrah (India),bowl,54,43,2,0.037037037,0.796296296,Australia,Ahmedabad,19-Nov-23,9,2,4.77,2,,,,,
Australia,JR Hazlewood (Australia),bowl,60,60,2,0.033333333,1,India,Ahmedabad,19-Nov-23,10,0,6,1,,,,,
Australia,GJ Maxwell (Australia),bowl,36,35,1,0.027777778,0.972222222,India,Ahmedabad,19-Nov-23,6,0,5.83,1,,,,,
Australia,A Zampa (Australia),bowl,60,44,1,0.016666667,0.733333333,India,Ahmedabad,19-Nov-23,10,0,4.4,1,,,,,
India,Mohammed Siraj (India),bowl,42,45,1,0.023809524,1.071428571,Australia,Ahmedabad,19-Nov-23,7,0,6.42,2,,,,,
India,Mohammed Shami (India),bowl,42,47,1,0.023809524,1.119047619,Australia,Ahmedabad,19-Nov-23,7,1,6.71,2,,,,,
Australia,TM Head (Australia),bowl,12,4,0,0,0.333333333,India,Ahmedabad,19-Nov-23,2,0,2,1,,,,,
Australia,MR Marsh (Australia),bowl,12,5,0,0,0.416666667,India,Ahmedabad,19-Nov-23,2,0,2.5,1,,,,,
India,RA Jadeja (India),bowl,60,43,0,0,0.716666667,Australia,Ahmedabad,19-Nov-23,10,0,4.3,2,,,,,
India,Kuldeep Yadav (India),bowl,60,56,0,0,0.933333333,Australia,Ahmedabad,19-Nov-23,10,0,5.6,2,,,,,
