team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
Pakistan,Iftikhar Ahmed (Pakistan),bowl,24,22,0,0,0.916666667,Sri Lanka,Hyderabad,10-Oct-23,4,0,5.5,1,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,18,22,0,0,1.222222222,England,Pune,8-Nov-23,3,0,7.33,1,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,12,22,0,0,1.833333333,New Zealand,Bengaluru,9-Nov-23,2,0,11,2,,,,,
England,MA Wood (England),bowl,24,23,0,0,0.958333333,Sri Lanka,Bengaluru,26-Oct-23,4,0,5.75,2,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,18,23,0,0,1.277777778,South Africa,Chennai,27-Oct-23,3,0,7.66,2,,,,,
England,LS Livingstone (England),bowl,18,24,0,0,1.333333333,New Zealand,Ahmedabad,5-Oct-23,3,0,8,2,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,24,25,0,0,1.041666667,Pakistan,Eden Gardens,31-Oct-23,4,1,6.25,2,,,,,
South Africa,AK Markram (South Africa),bowl,27,25,0,0,0.925925926,Afghanistan,Ahmedabad,10-Nov-23,4.3,0,5.55,1,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,30,27,0,0,0.9,Afghanistan,Chennai,23-Oct-23,5,0,5.4,2,,,,,
Bangladesh,Nasum Ahmed (Bangladesh),bowl,30,27,0,0,0.9,South Africa,Wankhede,24-Oct-23,5,0,5.4,1,,,,,
Netherlands,Vikramjit Singh (Netherlands),bowl,24,27,0,0,1.125,Australia,Delhi,25-Oct-23,4,0,6.75,1,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,24,28,0,0,1.166666667,New Zealand,Hyderabad,9-Oct-23,4,0,7,1,,,,,
Sri Lanka,MD Shanaka (Sri Lanka),bowl,30,28,0,0,0.933333333,Pakistan,Hyderabad,10-Oct-23,5,0,5.6,2,,,,,
South Africa,L Ngidi (South Africa),bowl,36,28,0,0,0.777777778,New Zealand,Pune,1-Nov-23,6,1,4.66,2,,,,,
England,MM Ali (England),bowl,24,28,0,0,1.166666667,Australia,Ahmedabad,4-Nov-23,4,0,7,1,,,,,
Australia,TM Head (Australia),bowl,30,28,0,0,0.933333333,England,Ahmedabad,4-Nov-23,5,0,5.6,2,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,30,29,0,0,0.966666667,India,Pune,19-Oct-23,5,0,5.8,2,,,,,
Netherlands,BFW de Leede (Netherlands),bowl,18,29,0,0,1.611111111,Sri Lanka,Lucknow,21-Oct-23,3,0,9.66,2,,,,,
England,LS Livingstone (England),bowl,24,29,0,0,1.208333333,India,Lucknow,29-Oct-23,4,1,7.25,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,42,30,0,0,0.714285714,Bangladesh,Dharamsala,7-Oct-23,7,0,4.28,2,,,,,
England,CR Woakes (England),bowl,36,30,0,0,0.833333333,Sri Lanka,Bengaluru,26-Oct-23,6,0,5,2,,,,,
Bangladesh,Shakib Al Hasan (Bangladesh),bowl,33,30,0,0,0.909090909,Pakistan,Eden Gardens,31-Oct-23,5.3,0,5.45,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,30,31,0,0,1.033333333,India,Delhi,11-Oct-23,5,0,6.2,2,,,,,
Pakistan,Shadab Khan (Pakistan),bowl,24,31,0,0,1.291666667,India,Ahmedabad,14-Oct-23,4,0,7.75,2,,,,,
New Zealand,MJ Henry (New Zealand),bowl,33,31,0,0,0.939393939,South Africa,Pune,1-Nov-23,5.3,0,5.63,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,31,0,0,0.516666667,Netherlands,Lucknow,3-Nov-23,10,0,3.1,1,,,,,
Netherlands,CN Ackermann (Netherlands),bowl,42,31,0,0,0.738095238,England,Pune,8-Nov-23,7,0,4.42,1,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,48,32,0,0,0.666666667,Netherlands,Hyderabad,9-Oct-23,8,0,4,2,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,24,32,0,0,1.333333333,India,Delhi,11-Oct-23,4,0,8,2,,,,,
Australia,PJ Cummins (Australia),bowl,38,33,0,0,0.868421053,India,Chennai,8-Oct-23,6.2,0,5.21,2,,,,,
Australia,GJ Maxwell (Australia),bowl,48,33,0,0,0.6875,India,Chennai,8-Oct-23,8,0,4.12,2,,,,,
India,Mohammed Siraj (India),bowl,36,33,0,0,0.916666667,England,Lucknow,29-Oct-23,6,0,5.5,2,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,36,33,0,0,0.916666667,Sri Lanka,Pune,30-Oct-23,6,0,5.5,1,,,,,
New Zealand,TA Boult (New Zealand),bowl,48,34,0,0,0.708333333,Netherlands,Hyderabad,9-Oct-23,8,0,4.25,2,,,,,
Afghanistan,Azmatullah Omarzai (Afghanistan),bowl,24,34,0,0,1.416666667,India,Delhi,11-Oct-23,4,0,8.5,2,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,30,35,0,0,1.166666667,Afghanistan,Lucknow,3-Nov-23,5,0,7,2,,,,,
New Zealand,MJ Santner (New Zealand),bowl,30,35,0,0,1.166666667,Pakistan,Bengaluru,4-Nov-23,5,0,7,2,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,36,36,0,0,1,Pakistan,Hyderabad,6-Oct-23,6,0,6,1,,,,,
Sri Lanka,MD Shanaka (Sri Lanka),bowl,36,36,0,0,1,South Africa,Delhi,7-Oct-23,6,0,6,1,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,24,36,0,0,1.5,Pakistan,Hyderabad,10-Oct-23,4,0,9,2,,,,,
Australia,JR Hazlewood (Australia),bowl,42,36,0,0,0.857142857,Sri Lanka,Lucknow,16-Oct-23,7,1,5.14,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,36,36,0,0,1,Pakistan,Eden Gardens,31-Oct-23,6,1,6,2,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,30,36,0,0,1.2,Netherlands,Lucknow,3-Nov-23,5,0,7.2,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,42,37,0,0,0.880952381,Bangladesh,Chennai,13-Oct-23,7,0,5.28,1,,,,,
Pakistan,Iftikhar Ahmed (Pakistan),bowl,48,37,0,0,0.770833333,Australia,Bengaluru,20-Oct-23,8,0,4.62,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,30,37,0,0,1.233333333,England,Bengaluru,26-Oct-23,5,0,7.4,1,,,,,
England,MM Ali (England),bowl,48,37,0,0,0.770833333,India,Lucknow,29-Oct-23,8,0,4.62,1,,,,,
India,RA Jadeja (India),bowl,48,38,0,0,0.791666667,Afghanistan,Delhi,11-Oct-23,8,0,4.75,1,,,,,
New Zealand,LH Ferguson (New Zealand),bowl,18,38,0,0,2.111111111,Australia,Dharamsala,28-Oct-23,3,0,12.66,1,,,,,
Sri Lanka,DM de Silva (Sri Lanka),bowl,24,39,0,0,1.625,South Africa,Delhi,7-Oct-23,4,0,9.75,1,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,42,39,0,0,0.928571429,New Zealand,Chennai,18-Oct-23,7,1,5.57,1,,,,,
England,AU Rashid (England),bowl,28,39,0,0,1.392857143,Sri Lanka,Bengaluru,26-Oct-23,4.4,0,8.35,2,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,60,39,0,0,0.65,Sri Lanka,Delhi,6-Nov-23,10,1,3.9,1,,,,,
Australia,GJ Maxwell (Australia),bowl,30,40,0,0,1.333333333,Pakistan,Bengaluru,20-Oct-23,5,0,8,2,,,,,
Pakistan,Mohammad Nawaz (3) (Pakistan),bowl,38,40,0,0,1.052631579,South Africa,Chennai,27-Oct-23,6.2,0,6.31,2,,,,,
South Africa,K Rabada (South Africa),bowl,60,40,0,0,0.666666667,Afghanistan,Ahmedabad,10-Nov-23,10,0,4,1,,,,,
Netherlands,R Klein (Netherlands),bowl,42,41,0,0,0.976190476,New Zealand,Hyderabad,9-Oct-23,7,1,5.85,1,,,,,
England,CR Woakes (England),bowl,24,41,0,0,1.708333333,Afghanistan,Delhi,15-Oct-23,4,0,10.25,1,,,,,
Afghanistan,Mohammad Nabi (Afghanistan),bowl,48,41,0,0,0.854166667,New Zealand,Chennai,18-Oct-23,8,1,5.12,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,60,41,0,0,0.683333333,Pakistan,Chennai,23-Oct-23,10,0,4.1,1,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,30,41,0,0,1.366666667,Australia,Delhi,25-Oct-23,5,0,8.2,1,,,,,
England,AAP Atkinson (England),bowl,42,41,0,0,0.976190476,Netherlands,Pune,8-Nov-23,7,0,5.85,2,,,,,
Sri Lanka,MADI Hemantha (Sri Lanka),bowl,48,42,0,0,0.875,Netherlands,Lucknow,21-Oct-23,8,0,5.25,1,,,,,
Netherlands,RE van der Merwe (Netherlands),bowl,54,42,0,0,0.777777778,Sri Lanka,Lucknow,21-Oct-23,9,0,4.66,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,30,42,0,0,1.4,Pakistan,Bengaluru,4-Nov-23,5,1,8.4,2,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,47,43,0,0,0.914893617,New Zealand,Chennai,13-Oct-23,7.5,1,5.48,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,36,43,0,0,1.194444444,India,Ahmedabad,14-Oct-23,6,0,7.16,2,,,,,
Pakistan,Mohammad Nawaz (3) (Pakistan),bowl,42,43,0,0,1.023809524,Australia,Bengaluru,20-Oct-23,7,0,6.14,1,,,,,
New Zealand,IS Sodhi (New Zealand),bowl,24,44,0,0,1.833333333,Pakistan,Bengaluru,4-Nov-23,4,0,11,2,,,,,
England,CR Woakes (England),bowl,36,45,0,0,1.25,New Zealand,Ahmedabad,5-Oct-23,6,0,7.5,2,,,,,
England,SM Curran (England),bowl,24,46,0,0,1.916666667,Afghanistan,Delhi,15-Oct-23,4,0,11.5,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,54,46,0,0,0.851851852,India,Dharamsala,22-Oct-23,9,0,5.11,2,,,,,
England,AU Rashid (England),bowl,42,47,0,0,1.119047619,New Zealand,Ahmedabad,5-Oct-23,7,0,6.71,2,,,,,
Pakistan,Mohammad Nawaz (3) (Pakistan),bowl,51,47,0,0,0.921568627,India,Ahmedabad,14-Oct-23,8.3,0,5.52,2,,,,,
Sri Lanka,CBRLS Kumara (Sri Lanka),bowl,24,47,0,0,1.958333333,Australia,Lucknow,16-Oct-23,4,0,11.75,2,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,39,47,0,0,1.205128205,Sri Lanka,Pune,30-Oct-23,6.3,0,7.23,1,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,42,47,0,0,1.119047619,Pakistan,Eden Gardens,31-Oct-23,7,0,6.71,2,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,24,47,0,0,1.958333333,Bangladesh,Delhi,6-Nov-23,4,0,11.75,2,,,,,
Australia,PJ Cummins (Australia),bowl,48,47,0,0,0.979166667,Afghanistan,Wankhede,7-Nov-23,8,0,5.87,1,,,,,
Afghanistan,Rashid Khan (Afghanistan),bowl,54,48,0,0,0.888888889,Bangladesh,Dharamsala,7-Oct-23,9,0,5.33,2,,,,,
England,JE Root (England),bowl,37,48,0,0,1.297297297,South Africa,Wankhede,21-Oct-23,6.1,0,7.78,1,,,,,
India,RA Jadeja (India),bowl,60,48,0,0,0.8,New Zealand,Dharamsala,22-Oct-23,10,0,4.8,1,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,42,49,0,0,1.166666667,Australia,Lucknow,16-Oct-23,7,0,7,2,,,,,
Pakistan,Shadab Khan (Pakistan),bowl,48,49,0,0,1.020833333,Afghanistan,Chennai,23-Oct-23,8,0,6.12,2,,,,,
Netherlands,A Dutt (Netherlands),bowl,51,49,0,0,0.960784314,Afghanistan,Lucknow,3-Nov-23,8.3,0,5.76,2,,,,,
Afghanistan,Noor Ahmad (Afghanistan),bowl,54,49,0,0,0.907407407,South Africa,Ahmedabad,10-Nov-23,9,0,5.44,2,,,,,
Afghanistan,Fazalhaq Farooqi (Afghanistan),bowl,36,50,0,0,1.388888889,India,Delhi,11-Oct-23,6,0,8.33,2,,,,,
New Zealand,TA Boult (New Zealand),bowl,36,50,0,0,1.388888889,Pakistan,Bengaluru,4-Nov-23,6,0,8.33,2,,,,,
Sri Lanka,PVD Chameera (Sri Lanka),bowl,56,51,0,0,0.910714286,Afghanistan,Pune,30-Oct-23,9.2,0,5.46,2,,,,,
New Zealand,GD Phillips (New Zealand),bowl,42,52,0,0,1.238095238,South Africa,Pune,1-Nov-23,7,0,7.42,1,,,,,
Sri Lanka,MADI Hemantha (Sri Lanka),bowl,48,52,0,0,1.083333333,India,Wankhede,2-Nov-23,8,0,6.5,1,,,,,
Afghanistan,Naveen-ul-Haq (Afghanistan),bowl,39,52,0,0,1.333333333,South Africa,Ahmedabad,10-Nov-23,6.3,0,8,2,,,,,
Australia,A Zampa (Australia),bowl,48,53,0,0,1.104166667,India,Chennai,8-Oct-23,8,0,6.62,2,,,,,
Pakistan,Haris Rauf (Pakistan),bowl,48,53,0,0,1.104166667,Afghanistan,Chennai,23-Oct-23,8,1,6.62,2,,,,,
Afghanistan,Noor Ahmad (Afghanistan),bowl,60,53,0,0,0.883333333,Australia,Wankhede,7-Nov-23,10,1,5.3,2,,,,,
Bangladesh,Shoriful Islam (Bangladesh),bowl,48,54,0,0,1.125,India,Pune,19-Oct-23,8,0,6.75,2,,,,,
Sri Lanka,PVD Chameera (Sri Lanka),bowl,48,54,0,0,1.125,Bangladesh,Delhi,6-Nov-23,8,0,6.75,2,,,,,
England,MA Wood (England),bowl,30,55,0,0,1.833333333,New Zealand,Ahmedabad,5-Oct-23,5,0,11,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,36,55,0,0,1.527777778,England,Dharamsala,10-Oct-23,6,0,9.16,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,48,55,0,0,1.145833333,Pakistan,Chennai,23-Oct-23,8,0,6.87,1,,,,,
Pakistan,Usama Mir (Pakistan),bowl,48,55,0,0,1.145833333,Afghanistan,Chennai,23-Oct-23,8,0,6.87,2,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,60,55,0,0,0.916666667,Afghanistan,Pune,30-Oct-23,10,0,5.5,2,,,,,
New Zealand,JDS Neesham (New Zealand),bowl,42,56,0,0,1.333333333,England,Ahmedabad,5-Oct-23,7,0,8,1,,,,,
Bangladesh,Taskin Ahmed (Bangladesh),bowl,48,56,0,0,1.166666667,New Zealand,Chennai,13-Oct-23,8,0,7,2,,,,,
South Africa,KA Maharaj (South Africa),bowl,54,56,0,0,1.037037037,Pakistan,Chennai,27-Oct-23,9,0,6.22,1,,,,,
New Zealand,R Ravindra (New Zealand),bowl,48,56,0,0,1.166666667,Australia,Dharamsala,28-Oct-23,8,0,7,1,,,,,
Pakistan,Hasan Ali (Pakistan),bowl,48,57,0,0,1.1875,Australia,Bengaluru,20-Oct-23,8,0,7.12,1,,,,,
Netherlands,LV van Beek (Netherlands),bowl,60,57,0,0,0.95,Sri Lanka,Lucknow,21-Oct-23,10,0,5.7,2,,,,,
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bowl,54,58,0,0,1.074074074,New Zealand,Chennai,13-Oct-23,9,0,6.44,2,,,,,
Sri Lanka,C Karunaratne (Sri Lanka),bowl,54,58,0,0,1.074074074,Netherlands,Lucknow,21-Oct-23,9,1,6.44,1,,,,,
New Zealand,MJ Santner (New Zealand),bowl,60,58,0,0,0.966666667,South Africa,Pune,1-Nov-23,10,0,5.8,1,,,,,
Sri Lanka,D Madushanka (Sri Lanka),bowl,38,58,0,0,1.526315789,New Zealand,Bengaluru,9-Nov-23,6.2,0,9.15,2,,,,,
England,MM Ali (England),bowl,56,60,0,0,1.071428571,New Zealand,Ahmedabad,5-Oct-23,9.2,0,6.42,2,,,,,
Bangladesh,Nasum Ahmed (Bangladesh),bowl,57,60,0,0,1.052631579,India,Pune,19-Oct-23,9.3,0,6.31,2,,,,,
England,DJ Willey (England),bowl,54,61,0,0,1.12962963,South Africa,Wankhede,21-Oct-23,9,1,6.77,1,,,,,
Sri Lanka,DN Wellalage (Sri Lanka),bowl,60,62,0,0,1.033333333,Pakistan,Hyderabad,10-Oct-23,10,0,6.2,2,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,48,64,0,0,1.333333333,India,Delhi,11-Oct-23,8,0,8,2,,,,,
Netherlands,PA van Meekeren (Netherlands),bowl,60,64,0,0,1.066666667,Australia,Delhi,25-Oct-23,10,0,6.4,1,,,,,
Sri Lanka,CAK Rajitha (Sri Lanka),bowl,54,65,0,0,1.203703704,India,Wankhede,2-Nov-23,9,0,7.22,1,,,,,
Sri Lanka,M Theekshana (Sri Lanka),bowl,60,67,0,0,1.116666667,India,Wankhede,2-Nov-23,10,0,6.7,1,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,60,70,0,0,1.166666667,England,Dharamsala,10-Oct-23,10,0,7,1,,,,,
Afghanistan,Mujeeb Ur Rahman (Afghanistan),bowl,53,72,0,0,1.358490566,Australia,Wankhede,7-Nov-23,8.5,1,8.15,2,,,,,
India,Mohammed Siraj (India),bowl,54,76,0,0,1.407407407,Afghanistan,Delhi,11-Oct-23,9,0,8.44,1,,,,,
England,MA Wood (England),bowl,42,76,0,0,1.80952381,South Africa,Wankhede,21-Oct-23,7,0,10.85,1,,,,,
Bangladesh,Mustafizur Rahman (Bangladesh),bowl,54,76,0,0,1.407407407,South Africa,Wankhede,24-Oct-23,9,0,8.44,1,,,,,
Australia,MA Starc (Australia),bowl,54,89,0,0,1.648148148,New Zealand,Dharamsala,28-Oct-23,9,0,9.88,2,,,,,
Pakistan,Shaheen Shah Afridi (Pakistan),bowl,60,90,0,0,1.5,New Zealand,Bengaluru,4-Nov-23,10,0,9,1,,,,,
Australia,GJ Maxwell (Australia),bat,128,201,,0,1.5703,Afghanistan,Wankhede,7-Nov-23,,,,2,21,10,157.03,1,181
South Africa,Q de Kock (South Africa),bat,140,174,,0.007142857,1.2428,Bangladesh,Wankhede,24-Oct-23,,,,1,15,7,124.28,0,192
Australia,DA Warner (Australia),bat,124,163,,0.008064516,1.3145,Pakistan,Bengaluru,20-Oct-23,,,,1,14,9,131.45,0,180
New Zealand,DP Conway (New Zealand),bat,121,152,,0,1.2561,England,Ahmedabad,5-Oct-23,,,,2,19,3,125.61,1,147
England,DJ Malan (England),bat,107,140,,0.009345794,1.3084,Bangladesh,Dharamsala,10-Oct-23,,,,1,16,5,130.84,0,106
South Africa,HE van der Dussen (South Africa),bat,118,133,,0.008474576,1.1271,New Zealand,Pune,1-Nov-23,,,,1,9,5,112.71,0,172
Pakistan,Mohammad Rizwan (Pakistan),bat,121,131,,0,1.0826,Sri Lanka,Hyderabad,10-Oct-23,,,,2,8,3,108.26,1,193
India,RG Sharma (India),bat,84,131,,0.011904762,1.5595,Afghanistan,Delhi,11-Oct-23,,,,2,16,5,155.95,0,111
New Zealand,DJ Mitchell (New Zealand),bat,127,130,,0.007874016,1.0236,India,Dharamsala,22-Oct-23,,,,1,9,5,102.36,0,192
Afghanistan,Ibrahim Zadran (Afghanistan),bat,143,129,,0,0.902,Australia,Wankhede,7-Nov-23,,,,1,8,3,90.2,1,217
Pakistan,Fakhar Zaman (Pakistan),bat,81,126,,0,1.5555,New Zealand,Bengaluru,4-Nov-23,,,,2,8,11,155.55,1,103
New Zealand,R Ravindra (New Zealand),bat,96,123,,0,1.2812,England,Ahmedabad,5-Oct-23,,,,2,11,5,128.12,1,141
Sri Lanka,BKG Mendis (Sri Lanka),bat,77,122,,0.012987013,1.5844,Pakistan,Hyderabad,10-Oct-23,,,,1,14,6,158.44,0,124
Australia,MR Marsh (Australia),bat,108,121,,0.009259259,1.1203,Pakistan,Bengaluru,20-Oct-23,,,,1,10,9,112.03,0,139
New Zealand,R Ravindra (New Zealand),bat,89,116,,0.011235955,1.3033,Australia,Dharamsala,28-Oct-23,,,,2,9,5,130.33,0,137
South Africa,Q de Kock (South Africa),bat,116,114,,0.00862069,0.9827,New Zealand,Pune,1-Nov-23,,,,1,10,3,98.27,0,176
Pakistan,Abdullah Shafique (Pakistan),bat,103,113,,0.009708738,1.097,Sri Lanka,Hyderabad,10-Oct-23,,,,2,10,3,109.7,0,150
Bangladesh,Mahmudullah (Bangladesh),bat,111,111,,0.009009009,1,South Africa,Wankhede,24-Oct-23,,,,2,11,4,100,0,150
South Africa,Q de Kock (South Africa),bat,106,109,,0.009433962,1.0283,Australia,Lucknow,12-Oct-23,,,,1,8,5,102.83,0,147
South Africa,H Klaasen (South Africa),bat,67,109,,0.014925373,1.6268,England,Wankhede,21-Oct-23,,,,1,12,4,162.68,0,119
Australia,TM Head (Australia),bat,67,109,,0.014925373,1.6268,New Zealand,Dharamsala,28-Oct-23,,,,1,10,7,162.68,0,94
South Africa,HE van der Dussen (South Africa),bat,110,108,,0.009090909,0.9818,Sri Lanka,Delhi,7-Oct-23,,,,1,13,2,98.18,0,161
Sri Lanka,S Samarawickrama (Sri Lanka),bat,89,108,,0.011235955,1.2134,Pakistan,Hyderabad,10-Oct-23,,,,1,11,2,121.34,0,139
New Zealand,R Ravindra (New Zealand),bat,94,108,,0.010638298,1.1489,Pakistan,Bengaluru,4-Nov-23,,,,1,15,1,114.89,0,170
Sri Lanka,KIC Asalanka (Sri Lanka),bat,105,108,,0.00952381,1.0285,Bangladesh,Delhi,6-Nov-23,,,,1,6,5,102.85,0,159
England,BA Stokes (England),bat,84,108,,0.011904762,1.2857,Netherlands,Pune,8-Nov-23,,,,1,6,6,128.57,0,136
South Africa,AK Markram (South Africa),bat,54,106,,0.018518519,1.9629,Sri Lanka,Delhi,7-Oct-23,,,,1,14,3,196.29,0,84
Australia,GJ Maxwell (Australia),bat,44,106,,0.022727273,2.409,Netherlands,Delhi,25-Oct-23,,,,1,9,8,240.9,0,53
Australia,DA Warner (Australia),bat,93,104,,0.010752688,1.1182,Netherlands,Delhi,25-Oct-23,,,,1,11,3,111.82,0,182
India,V Kohli (India),bat,97,103,,0,1.0618,Bangladesh,Pune,19-Oct-23,,,,2,6,4,106.18,1,113
India,V Kohli (India),bat,121,101,,0,0.8347,South Africa,Eden Gardens,5-Nov-23,,,,1,10,0,83.47,1,195
South Africa,Q de Kock (South Africa),bat,84,100,,0.011904762,1.1904,Sri Lanka,Delhi,7-Oct-23,,,,1,12,3,119.04,0,140
India,KL Rahul (India),bat,115,97,,0,0.8434,Australia,Chennai,8-Oct-23,,,,2,8,2,84.34,1,180
Afghanistan,Azmatullah Omarzai (Afghanistan),bat,107,97,,0,0.9065,South Africa,Ahmedabad,10-Nov-23,,,,1,7,3,90.65,1,173
India,V Kohli (India),bat,104,95,,0.009615385,0.9134,New Zealand,Dharamsala,22-Oct-23,,,,2,8,2,91.34,0,154
New Zealand,KS Williamson (New Zealand),bat,79,95,,0.012658228,1.2025,Pakistan,Bengaluru,4-Nov-23,,,,1,10,2,120.25,0,111
India,Shubman Gill (India),bat,92,92,,0.010869565,1,Sri Lanka,Wankhede,2-Nov-23,,,,1,11,2,100,0,136
Sri Lanka,S Samarawickrama (Sri Lanka),bat,107,91,,0,0.8504,Netherlands,Lucknow,21-Oct-23,,,,2,7,0,85.04,1,168
South Africa,AK Markram (South Africa),bat,93,91,,0.010752688,0.9784,Pakistan,Chennai,27-Oct-23,,,,2,7,3,97.84,0,151
South Africa,H Klaasen (South Africa),bat,49,90,,0.020408163,1.8367,Bangladesh,Wankhede,24-Oct-23,,,,1,2,8,183.67,0,94
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,101,90,,0.00990099,0.891,Sri Lanka,Delhi,6-Nov-23,,,,2,12,0,89.1,0,163
New Zealand,DJ Mitchell (New Zealand),bat,67,89,,0,1.3283,Bangladesh,Chennai,13-Oct-23,,,,2,6,4,132.83,1,103
India,V Kohli (India),bat,94,88,,0.010638298,0.9361,Sri Lanka,Wankhede,2-Nov-23,,,,1,11,0,93.61,0,139
Afghanistan,Ibrahim Zadran (Afghanistan),bat,113,87,,0.008849558,0.7699,Pakistan,Chennai,23-Oct-23,,,,2,10,0,76.99,0,146
India,RG Sharma (India),bat,101,87,,0.00990099,0.8613,England,Lucknow,29-Oct-23,,,,1,10,3,86.13,0,162
England,DJ Malan (England),bat,74,87,,0.013513514,1.1756,Netherlands,Pune,8-Nov-23,,,,1,10,2,117.56,0,92
India,RG Sharma (India),bat,63,86,,0.015873016,1.365,Pakistan,Ahmedabad,14-Oct-23,,,,2,6,6,136.5,0,91
India,V Kohli (India),bat,116,85,,0.00862069,0.7327,Australia,Chennai,8-Oct-23,,,,2,6,0,73.27,0,171
South Africa,RR Hendricks (South Africa),bat,75,85,,0.013333333,1.1333,England,Wankhede,21-Oct-23,,,,1,9,3,113.33,0,111
England,JE Root (England),bat,68,82,,0.014705882,1.2058,Bangladesh,Dharamsala,10-Oct-23,,,,1,8,1,120.58,0,107
India,SS Iyer (India),bat,56,82,,0.017857143,1.4642,Sri Lanka,Wankhede,2-Nov-23,,,,1,3,6,146.42,0,84
Bangladesh,Shakib Al Hasan (Bangladesh),bat,65,82,,0.015384615,1.2615,Sri Lanka,Delhi,6-Nov-23,,,,2,12,2,126.15,0,128
Australia,DA Warner (Australia),bat,65,81,,0.015384615,1.2461,New Zealand,Dharamsala,28-Oct-23,,,,1,5,6,124.61,0,77
Pakistan,Fakhar Zaman (Pakistan),bat,74,81,,0.013513514,1.0945,Bangladesh,Eden Gardens,31-Oct-23,,,,2,3,7,109.45,0,126
Afghanistan,Hashmatullah Shahidi (Afghanistan),bat,88,80,,0.011363636,0.909,India,Delhi,11-Oct-23,,,,1,8,1,90.9,0,128
Afghanistan,Rahmanullah Gurbaz (Afghanistan),bat,57,80,,0.01754386,1.4035,England,Delhi,15-Oct-23,,,,1,8,4,140.35,0,87
Sri Lanka,KIC Asalanka (Sri Lanka),bat,65,79,,0.015384615,1.2153,South Africa,Delhi,7-Oct-23,,,,2,8,4,121.53,0,83
New Zealand,KS Williamson (New Zealand),bat,107,78,,0,0.7289,Bangladesh,Chennai,13-Oct-23,,,,2,8,1,72.89,1,158
Netherlands,South Africa Edwards (Netherlands),bat,69,78,,0,1.1304,South Africa,Dharamsala,17-Oct-23,,,,1,10,1,113.04,1,102
Sri Lanka,MDKJ Perera (Sri Lanka),bat,82,78,,0.012195122,0.9512,Australia,Lucknow,16-Oct-23,,,,1,12,0,95.12,0,123
Afghanistan,Rahmat Shah (Afghanistan),bat,84,77,,0,0.9166,Pakistan,Chennai,23-Oct-23,,,,2,5,2,91.66,1,129
Sri Lanka,P Nissanka (Sri Lanka),bat,83,77,,0,0.9277,England,Bengaluru,26-Oct-23,,,,2,7,2,92.77,1,110
England,JE Root (England),bat,86,77,,0.011627907,0.8953,New Zealand,Ahmedabad,5-Oct-23,,,,1,4,1,89.53,0,140
India,SS Iyer (India),bat,87,77,,0.011494253,0.885,South Africa,Eden Gardens,5-Nov-23,,,,1,7,2,88.5,0,101
South Africa,HE van der Dussen (South Africa),bat,95,76,,0,0.8,Afghanistan,Ahmedabad,10-Nov-23,,,,2,6,1,80,1,141
